Date,Amount,Category,Description
2024-10-31 10:46:32.872609,51.44,Utilities,Watched a movie
2021-06-15 10:46:32.872609,218.96,Education,Uber ride
2022-01-31 10:46:32.872609,793.87,Education,Doctor visit
2023-01-28 10:46:32.872609,381.91,Entertainment,Electricity bill
2023-06-08 10:46:32.872609,524.87,Utilities,Paid for groceries
2021-05-19 10:46:32.872609,962.44,Education,Bought clothes
2025-03-19 10:46:32.872609,273.18,Food,Paid for groceries
2023-01-03 10:46:32.872609,491.07,Food,Watched a movie
2021-01-25 10:46:32.872609,759.34,Travel,Bought clothes
2021-10-19 10:46:32.872609,608.33,Education,Lunch with friends
2025-02-18 10:46:32.872609,343.18,Shopping,Online course fee
2023-01-31 10:46:32.872609,685.04,Education,Online course fee
2025-07-07 10:46:32.872609,349.65,Education,Uber ride
2022-07-07 10:46:32.872609,322.07,Health,Bought clothes
2020-09-14 10:46:32.872609,247.2,Food,Online course fee
2022-11-18 10:46:32.872609,367.6,Food,Online course fee
2020-11-08 10:46:32.872609,404.49,Utilities,Electricity bill
2022-10-11 10:46:32.872609,614.7,Food,Paid for groceries
2023-05-16 10:46:32.872609,975.55,Utilities,Uber ride
2022-08-26 10:46:32.872609,874.35,Travel,Electricity bill
2021-11-16 10:46:32.872609,808.21,Education,Electricity bill
2022-09-20 10:46:32.872609,13.05,Health,Online course fee
2021-01-05 10:46:32.872609,871.84,Travel,Uber ride
2022-08-28 10:46:32.872609,407.79,Utilities,Doctor visit
2021-10-24 10:46:32.872609,837.07,Education,Watched a movie
2020-09-17 10:46:32.872609,925.79,Health,Lunch with friends
2022-05-05 10:46:32.872609,35.42,Health,Watched a movie
2021-02-09 10:46:32.872609,131.67,Health,Lunch with friends
2025-04-05 10:46:32.872609,535.32,Entertainment,Paid for groceries
2024-07-24 10:46:32.872609,951.55,Utilities,Doctor visit
2024-03-14 10:46:32.872609,753.93,Shopping,Bought clothes
2022-06-08 10:46:32.872609,256.05,Health,Uber ride
2024-12-28 10:46:32.872609,457.4,Entertainment,Uber ride
2021-05-17 10:46:32.872609,689.32,Utilities,Paid for groceries
2021-04-29 10:46:32.872609,871.15,Food,Doctor visit
2020-10-08 10:46:32.872609,519.76,Shopping,Bought clothes
2022-03-01 10:46:32.872609,663.63,Utilities,Bought clothes
2025-03-17 10:46:32.872609,13.1,Food,Paid for groceries
2023-03-16 10:46:32.872609,641.69,Education,Online course fee
2024-06-16 10:46:32.872609,942.52,Shopping,Lunch with friends
2025-03-20 10:46:32.872609,328.96,Food,Bought clothes
2021-05-02 10:46:32.872609,637.44,Education,Lunch with friends
2024-10-23 10:46:32.872609,874.7,Shopping,Watched a movie
2024-07-05 10:46:32.872609,969.9,Health,Electricity bill
2023-03-09 10:46:32.872609,738.45,Travel,Uber ride
2023-01-26 10:46:32.872609,681.15,Education,Uber ride
2024-01-03 10:46:32.872609,241.22,Travel,Watched a movie
2020-08-01 10:46:32.872609,489.69,Shopping,Electricity bill
2020-12-31 10:46:32.872609,741.81,Entertainment,Online course fee
2020-08-29 10:46:32.872609,796.02,Entertainment,Bought clothes
2021-12-28 10:46:32.872609,354.85,Food,Lunch with friends
2021-10-06 10:46:32.872609,939.69,Utilities,Online course fee
2025-03-28 10:46:32.872609,942.06,Health,Doctor visit
2021-05-24 10:46:32.872609,481.36,Health,Paid for groceries
2023-08-19 10:46:32.872609,661.76,Entertainment,Uber ride
2024-08-19 10:46:32.872609,702.5,Health,Online course fee
2023-12-20 10:46:32.872609,109.45,Utilities,Lunch with friends
2023-07-07 10:46:32.872609,391.01,Health,Online course fee
2022-12-05 10:46:32.872609,611.1,Food,Lunch with friends
2021-03-06 10:46:32.872609,714.82,Travel,Uber ride
2024-11-27 10:46:32.872609,871.16,Health,Lunch with friends
2022-03-04 10:46:32.872609,877.47,Education,Lunch with friends
2021-11-20 10:46:32.872609,787.01,Education,Online course fee
2022-03-30 10:46:32.872609,719.5,Food,Electricity bill
2021-03-28 10:46:32.872609,41.43,Food,Bought clothes
2020-10-27 10:46:32.872609,502.95,Food,Online course fee
2021-11-22 10:46:32.872609,96.22,Shopping,Bought clothes
2022-11-28 10:46:32.872609,834.03,Utilities,Online course fee
2024-02-20 10:46:32.872609,996.34,Health,Doctor visit
2025-01-02 10:46:32.872609,987.35,Entertainment,Paid for groceries
2024-01-18 10:46:32.872609,472.14,Travel,Uber ride
2023-02-13 10:46:32.872609,897.44,Utilities,Online course fee
2020-11-27 10:46:32.872609,955.5,Education,Electricity bill
2021-03-06 10:46:32.872609,487.35,Health,Lunch with friends
2025-03-31 10:46:32.872609,545.26,Food,Online course fee
2023-05-11 10:46:32.872609,250.92,Travel,Electricity bill
2023-11-26 10:46:32.872609,178.73,Health,Electricity bill
2023-07-24 10:46:32.872609,944.77,Entertainment,Electricity bill
2020-08-24 10:46:32.872609,702.91,Food,Online course fee
2024-02-06 10:46:32.872609,114.41,Food,Online course fee
2023-06-12 10:46:32.872609,993.43,Utilities,Online course fee
2023-10-12 10:46:32.872609,38.93,Utilities,Lunch with friends
2021-11-29 10:46:32.872609,929.71,Travel,Paid for groceries
2024-08-01 10:46:32.872609,333.24,Food,Bought clothes
2021-05-12 10:46:32.872609,389.65,Travel,Lunch with friends
2022-03-10 10:46:32.872609,287.55,Shopping,Online course fee
2022-12-18 10:46:32.872609,721.98,Food,Uber ride
2020-07-25 10:46:32.872609,669.27,Entertainment,Online course fee
2024-01-02 10:46:32.872609,951.99,Entertainment,Doctor visit
2022-07-14 10:46:32.872609,673.9,Health,Electricity bill
2021-11-26 10:46:32.872609,668.82,Education,Electricity bill
2023-10-03 10:46:32.872609,923.51,Utilities,Paid for groceries
2022-11-22 10:46:32.872609,637.21,Food,Lunch with friends
2021-08-09 10:46:32.872609,497.04,Food,Watched a movie
2024-04-12 10:46:32.872609,797.59,Entertainment,Bought clothes
2024-04-20 10:46:32.872609,339.47,Utilities,Doctor visit
2021-01-13 10:46:32.872609,231.57,Health,Uber ride
2023-06-29 10:46:32.872609,580.21,Entertainment,Electricity bill
2022-07-30 10:46:32.872609,924.61,Food,Doctor visit
2020-12-07 10:46:32.872609,74.02,Travel,Doctor visit
2023-07-04 10:46:32.872609,349.79,Health,Lunch with friends
2023-08-10 10:46:32.872609,911.07,Utilities,Lunch with friends
2023-05-27 10:46:32.872609,745.54,Entertainment,Lunch with friends
2024-12-18 10:46:32.872609,727.78,Entertainment,Electricity bill
2023-05-27 10:46:32.872609,657.38,Travel,Online course fee
2023-08-30 10:46:32.872609,787.23,Entertainment,Doctor visit
2020-09-01 10:46:32.872609,966.59,Utilities,Lunch with friends
2022-09-29 10:46:32.872609,442.59,Utilities,Online course fee
2025-06-14 10:46:32.872609,241.03,Education,Watched a movie
2023-03-11 10:46:32.872609,266.5,Education,Paid for groceries
2020-10-19 10:46:32.872609,298.07,Travel,Bought clothes
2024-02-13 10:46:32.872609,120.27,Utilities,Doctor visit
2022-09-22 10:46:32.872609,346.84,Health,Paid for groceries
2022-08-25 10:46:32.872609,596.28,Entertainment,Doctor visit
2021-12-23 10:46:32.872609,196.27,Utilities,Paid for groceries
2024-09-29 10:46:32.872609,942.59,Travel,Uber ride
2020-08-24 10:46:32.872609,577.11,Food,Watched a movie
2022-07-23 10:46:32.872609,136.14,Utilities,Uber ride
2024-12-22 10:46:32.872609,320.24,Shopping,Lunch with friends
2020-12-07 10:46:32.872609,386.39,Food,Uber ride
2022-06-28 10:46:32.872609,739.55,Food,Online course fee
2021-11-27 10:46:32.872609,317.69,Food,Doctor visit
2024-08-31 10:46:32.872609,594.16,Shopping,Lunch with friends
2024-03-28 10:46:32.872609,197.96,Shopping,Bought clothes
2024-01-29 10:46:32.872609,394.26,Entertainment,Uber ride
2021-02-19 10:46:32.872609,429.46,Entertainment,Electricity bill
2024-11-18 10:46:32.872609,773.57,Food,Doctor visit
2023-10-26 10:46:32.872609,799.54,Health,Online course fee
2024-09-04 10:46:32.872609,934.59,Food,Doctor visit
2024-10-18 10:46:32.872609,135.04,Shopping,Uber ride
2022-06-02 10:46:32.872609,667.11,Entertainment,Lunch with friends
2021-04-21 10:46:32.872609,594.87,Shopping,Uber ride
2020-10-20 10:46:32.872609,115.52,Education,Uber ride
2022-07-13 10:46:32.872609,19.1,Entertainment,Watched a movie
2023-08-14 10:46:32.872609,853.84,Food,Online course fee
2022-06-15 10:46:32.872609,322.77,Food,Paid for groceries
2025-02-12 10:46:32.872609,817.99,Entertainment,Paid for groceries
2024-02-28 10:46:32.872609,303.86,Shopping,Doctor visit
2021-07-15 10:46:32.872609,226.72,Health,Paid for groceries
2025-03-18 10:46:32.872609,683.18,Shopping,Paid for groceries
2024-12-03 10:46:32.872609,155.95,Shopping,Electricity bill
2024-05-24 10:46:32.872609,290.56,Utilities,Watched a movie
2023-02-28 10:46:32.872609,749.59,Food,Watched a movie
2024-06-15 10:46:32.872609,850.64,Education,Electricity bill
2023-03-29 10:46:32.872609,829.47,Health,Lunch with friends
2024-02-05 10:46:32.872609,44.0,Travel,Lunch with friends
2021-07-30 10:46:32.872609,326.94,Shopping,Doctor visit
2025-02-07 10:46:32.872609,507.35,Entertainment,Lunch with friends
2021-04-24 10:46:32.872609,691.71,Utilities,Paid for groceries
2020-11-28 10:46:32.872609,280.72,Health,Bought clothes
2024-07-27 10:46:32.872609,849.19,Health,Paid for groceries
2024-11-27 10:46:32.872609,578.23,Travel,Electricity bill
2023-02-14 10:46:32.872609,634.77,Health,Bought clothes
2020-10-05 10:46:32.872609,223.55,Travel,Paid for groceries
2022-03-14 10:46:32.872609,298.58,Health,Uber ride
2021-09-07 10:46:32.872609,966.83,Travel,Uber ride
2020-10-19 10:46:32.872609,68.22,Entertainment,Electricity bill
2024-12-28 10:46:32.872609,812.11,Education,Doctor visit
2021-09-03 10:46:32.872609,161.18,Utilities,Paid for groceries
2025-07-10 10:46:32.872609,719.6,Utilities,Uber ride
2020-10-15 10:46:32.872609,849.59,Entertainment,Online course fee
2022-04-29 10:46:32.872609,935.09,Health,Paid for groceries
2022-04-18 10:46:32.872609,232.82,Utilities,Lunch with friends
2023-06-12 10:46:32.872609,738.37,Education,Watched a movie
2022-10-15 10:46:32.872609,923.93,Travel,Electricity bill
2025-02-15 10:46:32.872609,778.28,Food,Paid for groceries
2023-08-08 10:46:32.872609,858.21,Food,Online course fee
2023-03-18 10:46:32.872609,730.12,Shopping,Doctor visit
2021-12-22 10:46:32.872609,306.11,Shopping,Electricity bill
2020-10-04 10:46:32.872609,816.86,Shopping,Electricity bill
2024-10-11 10:46:32.872609,913.25,Shopping,Electricity bill
2024-03-07 10:46:32.872609,167.6,Education,Bought clothes
2021-08-17 10:46:32.872609,31.35,Education,Bought clothes
2022-02-27 10:46:32.872609,398.36,Education,Online course fee
2022-07-23 10:46:32.872609,428.21,Travel,Bought clothes
2025-05-22 10:46:32.872609,478.69,Utilities,Uber ride
2024-12-07 10:46:32.872609,354.82,Utilities,Paid for groceries
2020-10-27 10:46:32.872609,397.45,Food,Online course fee
2025-05-30 10:46:32.872609,81.1,Travel,Electricity bill
2024-03-25 10:46:32.872609,729.49,Travel,Paid for groceries
2022-06-01 10:46:32.872609,289.54,Health,Paid for groceries
2022-02-01 10:46:32.872609,923.83,Utilities,Lunch with friends
2021-04-02 10:46:32.872609,704.1,Education,Bought clothes
2025-01-14 10:46:32.872609,552.53,Food,Paid for groceries
2022-08-14 10:46:32.872609,106.35,Food,Electricity bill
2023-01-02 10:46:32.872609,330.18,Shopping,Watched a movie
2025-07-17 10:46:32.872609,793.36,Travel,Electricity bill
2022-10-19 10:46:32.872609,867.2,Shopping,Online course fee
2024-09-21 10:46:32.872609,63.58,Utilities,Online course fee
2023-01-08 10:46:32.872609,935.23,Utilities,Electricity bill
2022-09-21 10:46:32.872609,311.03,Travel,Watched a movie
2022-06-16 10:46:32.872609,658.09,Shopping,Lunch with friends
2021-08-08 10:46:32.872609,581.39,Travel,Doctor visit
2023-05-04 10:46:32.872609,447.46,Utilities,Bought clothes
2024-06-08 10:46:32.872609,487.62,Food,Lunch with friends
2023-05-06 10:46:32.872609,898.25,Shopping,Watched a movie
2022-08-13 10:46:32.872609,217.67,Entertainment,Paid for groceries
2025-01-09 10:46:32.872609,806.31,Utilities,Doctor visit
2023-06-20 10:46:32.872609,203.7,Travel,Lunch with friends
2022-01-19 10:46:32.872609,654.73,Entertainment,Uber ride
2025-01-17 10:46:32.872609,368.6,Food,Watched a movie
2021-01-07 10:46:32.872609,857.58,Health,Watched a movie
2024-08-19 10:46:32.872609,110.93,Travel,Online course fee
2022-12-08 10:46:32.872609,787.64,Health,Doctor visit
2020-12-30 10:46:32.872609,859.85,Entertainment,Online course fee
2022-12-20 10:46:32.872609,382.79,Health,Lunch with friends
2023-12-07 10:46:32.872609,982.87,Education,Watched a movie
2025-03-02 10:46:32.872609,682.65,Travel,Paid for groceries
2021-07-26 10:46:32.872609,176.54,Travel,Online course fee
2023-08-13 10:46:32.872609,65.77,Education,Lunch with friends
2022-03-15 10:46:32.872609,362.03,Travel,Bought clothes
2022-05-10 10:46:32.872609,479.14,Utilities,Doctor visit
2021-02-17 10:46:32.872609,945.61,Utilities,Watched a movie
2021-01-01 10:46:32.872609,126.17,Education,Watched a movie
2022-05-24 10:46:32.872609,520.28,Food,Doctor visit
2024-04-05 10:46:32.872609,345.1,Food,Bought clothes
2022-03-19 10:46:32.872609,439.48,Food,Watched a movie
2022-04-10 10:46:32.872609,157.08,Health,Doctor visit
2023-01-21 10:46:32.872609,725.32,Education,Uber ride
2023-12-08 10:46:32.872609,252.55,Food,Watched a movie
2024-07-30 10:46:32.872609,127.61,Entertainment,Online course fee
2022-12-11 10:46:32.872609,402.68,Food,Online course fee
2021-06-28 10:46:32.872609,309.66,Health,Online course fee
2024-06-03 10:46:32.872609,600.19,Shopping,Doctor visit
2023-01-17 10:46:32.872609,180.76,Education,Bought clothes
2022-07-11 10:46:32.872609,747.75,Health,Watched a movie
2023-01-23 10:46:32.872609,778.09,Food,Bought clothes
2020-10-16 10:46:32.872609,991.25,Utilities,Watched a movie
2024-08-18 10:46:32.872609,674.03,Travel,Bought clothes
2025-06-07 10:46:32.872609,98.72,Food,Doctor visit
2022-07-14 10:46:32.872609,469.04,Health,Online course fee
2024-01-02 10:46:32.872609,820.01,Education,Electricity bill
2022-12-29 10:46:32.872609,388.28,Entertainment,Online course fee
2022-02-04 10:46:32.872609,636.01,Entertainment,Lunch with friends
2024-02-21 10:46:32.872609,450.67,Shopping,Bought clothes
2024-12-28 10:46:32.872609,21.49,Entertainment,Online course fee
2020-11-16 10:46:32.872609,125.46,Utilities,Online course fee
2020-12-22 10:46:32.872609,130.83,Travel,Watched a movie
2024-04-26 10:46:32.872609,645.0,Food,Doctor visit
2024-02-17 10:46:32.872609,909.39,Travel,Bought clothes
2022-10-31 10:46:32.872609,232.69,Food,Electricity bill
2022-08-05 10:46:32.872609,590.98,Food,Paid for groceries
2023-06-07 10:46:32.872609,987.48,Shopping,Lunch with friends
2025-01-17 10:46:32.872609,484.7,Shopping,Lunch with friends
2024-10-04 10:46:32.872609,696.79,Shopping,Doctor visit
2024-05-13 10:46:32.872609,103.61,Travel,Lunch with friends
2021-06-14 10:46:32.872609,596.95,Education,Paid for groceries
2020-09-23 10:46:32.872609,390.12,Travel,Watched a movie
2021-05-10 10:46:32.872609,999.95,Entertainment,Bought clothes
2025-04-25 10:46:32.872609,705.71,Food,Electricity bill
2023-12-18 10:46:32.872609,305.38,Utilities,Online course fee
2024-05-10 10:46:32.872609,133.98,Health,Bought clothes
2024-12-08 10:46:32.872609,331.98,Utilities,Watched a movie
2023-01-05 10:46:32.872609,716.63,Shopping,Watched a movie
2020-10-01 10:46:32.872609,863.59,Utilities,Bought clothes
2021-04-06 10:46:32.872609,542.14,Education,Online course fee
2020-12-06 10:46:32.872609,411.28,Entertainment,Doctor visit
2021-11-17 10:46:32.872609,703.73,Entertainment,Paid for groceries
2024-12-02 10:46:32.872609,399.86,Education,Doctor visit
2024-03-04 10:46:32.872609,819.29,Entertainment,Paid for groceries
2022-08-11 10:46:32.872609,785.64,Shopping,Watched a movie
2022-08-02 10:46:32.872609,534.79,Utilities,Doctor visit
2022-09-14 10:46:32.872609,73.29,Education,Paid for groceries
2023-09-26 10:46:32.872609,838.77,Entertainment,Doctor visit
2020-09-26 10:46:32.872609,543.59,Education,Paid for groceries
2023-12-13 10:46:32.872609,820.64,Travel,Electricity bill
2021-06-01 10:46:32.872609,655.18,Food,Watched a movie
2024-05-12 10:46:32.872609,755.97,Travel,Online course fee
2023-01-29 10:46:32.872609,215.39,Entertainment,Lunch with friends
2022-08-20 10:46:32.872609,662.0,Health,Electricity bill
2022-08-22 10:46:32.872609,126.15,Entertainment,Paid for groceries
2023-01-17 10:46:32.872609,863.38,Education,Paid for groceries
2024-10-31 10:46:32.872609,698.26,Shopping,Lunch with friends
2020-12-26 10:46:32.872609,15.27,Utilities,Bought clothes
2023-10-10 10:46:32.872609,452.76,Travel,Watched a movie
2021-04-29 10:46:32.872609,321.15,Shopping,Electricity bill
2023-07-11 10:46:32.872609,48.75,Food,Bought clothes
2022-08-12 10:46:32.872609,579.33,Travel,Paid for groceries
2022-10-15 10:46:32.872609,656.11,Education,Lunch with friends
2022-04-26 10:46:32.872609,96.94,Travel,Lunch with friends
2024-03-13 10:46:32.872609,264.19,Shopping,Bought clothes
2022-02-12 10:46:32.872609,755.54,Health,Lunch with friends
2021-12-15 10:46:32.872609,93.76,Education,Electricity bill
2021-03-11 10:46:32.872609,133.47,Travel,Doctor visit
2020-09-13 10:46:32.872609,305.59,Education,Watched a movie
2024-09-05 10:46:32.872609,966.61,Food,Doctor visit
2021-08-07 10:46:32.872609,179.89,Health,Paid for groceries
2023-05-10 10:46:32.872609,977.33,Travel,Bought clothes
2023-06-17 10:46:32.872609,661.58,Shopping,Paid for groceries
2022-09-22 10:46:32.872609,255.85,Utilities,Uber ride
2023-09-15 10:46:32.872609,55.7,Utilities,Online course fee
2021-03-20 10:46:32.872609,946.34,Entertainment,Electricity bill
2022-01-09 10:46:32.872609,905.57,Travel,Doctor visit
2024-11-25 10:46:32.872609,300.46,Food,Doctor visit
2022-01-06 10:46:32.872609,538.76,Utilities,Uber ride
2024-07-02 10:46:32.872609,148.46,Shopping,Doctor visit
2023-01-21 10:46:32.872609,495.54,Shopping,Paid for groceries
2021-10-04 10:46:32.872609,319.81,Food,Electricity bill
2023-12-27 10:46:32.872609,911.68,Health,Paid for groceries
2022-02-26 10:46:32.872609,996.83,Entertainment,Watched a movie
2024-06-12 10:46:32.872609,610.11,Travel,Doctor visit
2023-04-23 10:46:32.872609,515.48,Food,Paid for groceries
2021-09-04 10:46:32.872609,691.05,Shopping,Electricity bill
2021-03-30 10:46:32.872609,665.99,Food,Uber ride
2021-04-25 10:46:32.872609,54.29,Food,Watched a movie
2025-05-03 10:46:32.872609,46.37,Education,Bought clothes
2020-12-20 10:46:32.872609,150.25,Utilities,Doctor visit
2023-02-02 10:46:32.872609,857.52,Education,Bought clothes
2021-07-10 10:46:32.872609,223.06,Travel,Uber ride
2024-07-21 10:46:32.872609,142.87,Travel,Electricity bill
2023-01-19 10:46:32.872609,556.55,Health,Lunch with friends
2021-01-17 10:46:32.872609,595.87,Education,Watched a movie
2025-02-05 10:46:32.872609,284.62,Entertainment,Bought clothes
2024-05-18 10:46:32.872609,731.81,Food,Bought clothes
2025-04-18 10:46:32.872609,427.79,Travel,Lunch with friends
2022-05-07 10:46:32.872609,554.35,Travel,Doctor visit
2024-04-19 10:46:32.872609,268.07,Shopping,Bought clothes
2022-07-03 10:46:32.872609,653.27,Health,Uber ride
2024-07-14 10:46:32.872609,171.69,Travel,Uber ride
2020-12-01 10:46:32.872609,461.51,Food,Uber ride
2023-08-22 10:46:32.872609,945.29,Health,Electricity bill
2023-08-06 10:46:32.872609,679.76,Education,Bought clothes
2022-03-08 10:46:32.872609,940.8,Entertainment,Doctor visit
2025-07-21 10:46:32.872609,151.81,Health,Paid for groceries
2022-03-28 10:46:32.872609,211.73,Health,Watched a movie
2025-04-30 10:46:32.872609,633.27,Travel,Electricity bill
2021-06-09 10:46:32.872609,276.71,Food,Online course fee
2024-07-18 10:46:32.872609,636.79,Utilities,Doctor visit
2024-07-14 10:46:32.872609,649.12,Entertainment,Electricity bill
2024-06-25 10:46:32.872609,717.3,Education,Lunch with friends
2024-02-18 10:46:32.872609,568.01,Food,Watched a movie
2021-07-13 10:46:32.872609,651.29,Entertainment,Electricity bill
2025-01-02 10:46:32.872609,516.31,Entertainment,Online course fee
2022-08-01 10:46:32.872609,172.4,Shopping,Online course fee
2023-05-29 10:46:32.872609,823.35,Health,Electricity bill
2021-10-24 10:46:32.872609,323.2,Food,Doctor visit
2021-03-27 10:46:32.872609,789.91,Health,Uber ride
2021-09-06 10:46:32.872609,385.15,Utilities,Paid for groceries
2024-12-30 10:46:32.872609,964.38,Entertainment,Doctor visit
2021-05-02 10:46:32.872609,255.02,Food,Lunch with friends
2021-11-18 10:46:32.872609,277.42,Shopping,Bought clothes
2024-12-26 10:46:32.872609,536.16,Food,Bought clothes
2023-04-29 10:46:32.872609,687.14,Education,Doctor visit
2020-09-13 10:46:32.872609,412.71,Food,Doctor visit
2022-07-31 10:46:32.872609,336.06,Entertainment,Watched a movie
2023-08-30 10:46:32.872609,98.08,Shopping,Doctor visit
2023-10-07 10:46:32.872609,910.15,Travel,Uber ride
2022-08-16 10:46:32.872609,780.29,Entertainment,Watched a movie
2023-03-06 10:46:32.872609,154.87,Utilities,Online course fee
2025-01-22 10:46:32.872609,800.12,Utilities,Paid for groceries
2023-08-25 10:46:32.872609,280.91,Entertainment,Uber ride
2021-04-13 10:46:32.872609,106.97,Entertainment,Bought clothes
2023-12-27 10:46:32.872609,979.69,Food,Doctor visit
2025-07-06 10:46:32.872609,230.0,Health,Uber ride
2021-01-14 10:46:32.872609,952.27,Entertainment,Uber ride
2020-12-03 10:46:32.872609,784.91,Utilities,Lunch with friends
2022-04-16 10:46:32.872609,132.27,Entertainment,Watched a movie
2022-10-15 10:46:32.872609,531.21,Health,Doctor visit
2024-07-29 10:46:32.872609,876.76,Shopping,Doctor visit
2024-08-02 10:46:32.872609,592.94,Health,Doctor visit
2023-03-29 10:46:32.872609,808.73,Shopping,Bought clothes
2023-07-03 10:46:32.872609,104.59,Travel,Lunch with friends
2022-11-10 10:46:32.872609,355.41,Health,Paid for groceries
2024-11-13 10:46:32.872609,576.44,Health,Online course fee
2022-11-07 10:46:32.872609,289.18,Food,Electricity bill
2025-03-04 10:46:32.872609,278.34,Shopping,Lunch with friends
2023-10-12 10:46:32.872609,108.08,Entertainment,Electricity bill
2020-12-20 10:46:32.872609,57.48,Entertainment,Uber ride
2021-04-04 10:46:32.872609,324.82,Food,Online course fee
2022-05-02 10:46:32.872609,754.35,Health,Lunch with friends
2024-02-27 10:46:32.872609,188.87,Food,Bought clothes
2020-12-20 10:46:32.872609,808.02,Education,Bought clothes
2023-01-29 10:46:32.872609,681.03,Education,Lunch with friends
2023-03-03 10:46:32.872609,790.86,Utilities,Watched a movie
2024-05-14 10:46:32.872609,556.15,Travel,Online course fee
2023-06-16 10:46:32.872609,883.2,Shopping,Uber ride
2022-06-27 10:46:32.872609,408.62,Entertainment,Electricity bill
2021-04-10 10:46:32.872609,596.39,Education,Uber ride
2025-06-24 10:46:32.872609,266.47,Education,Doctor visit
2025-03-15 10:46:32.872609,689.79,Health,Lunch with friends
2024-12-05 10:46:32.872609,716.09,Entertainment,Doctor visit
2023-08-25 10:46:32.872609,660.99,Education,Online course fee
2024-02-22 10:46:32.872609,151.24,Travel,Electricity bill
2023-11-07 10:46:32.872609,571.89,Food,Online course fee
2021-07-29 10:46:32.872609,274.7,Entertainment,Watched a movie
2024-11-10 10:46:32.872609,919.26,Shopping,Uber ride
2021-04-12 10:46:32.872609,642.8,Entertainment,Electricity bill
2022-12-25 10:46:32.872609,376.45,Travel,Online course fee
2023-05-17 10:46:32.872609,779.75,Entertainment,Paid for groceries
2025-06-04 10:46:32.872609,681.43,Entertainment,Watched a movie
2020-11-12 10:46:32.872609,424.06,Shopping,Uber ride
2025-03-20 10:46:32.872609,463.21,Travel,Lunch with friends
2021-04-02 10:46:32.872609,444.57,Education,Online course fee
2023-06-18 10:46:32.872609,360.46,Entertainment,Electricity bill
2021-05-31 10:46:32.872609,473.98,Utilities,Paid for groceries
2022-04-05 10:46:32.872609,293.95,Utilities,Paid for groceries
2021-06-24 10:46:32.872609,953.09,Utilities,Online course fee
2021-06-18 10:46:32.872609,525.39,Education,Bought clothes
2022-05-13 10:46:32.872609,721.28,Food,Uber ride
2024-07-13 10:46:32.872609,924.57,Health,Online course fee
2021-10-26 10:46:32.872609,236.48,Food,Bought clothes
2022-06-30 10:46:32.872609,639.28,Entertainment,Paid for groceries
2023-06-19 10:46:32.872609,96.07,Travel,Bought clothes
2022-02-23 10:46:32.872609,312.6,Travel,Doctor visit
2025-04-19 10:46:32.872609,772.87,Health,Uber ride
2020-12-30 10:46:32.872609,846.79,Education,Online course fee
2021-12-17 10:46:32.872609,638.33,Shopping,Lunch with friends
2021-08-28 10:46:32.872609,85.93,Travel,Paid for groceries
2024-02-12 10:46:32.872609,247.64,Food,Watched a movie
2023-08-24 10:46:32.872609,102.7,Food,Doctor visit
2022-02-04 10:46:32.872609,579.56,Travel,Paid for groceries
2021-04-04 10:46:32.872609,93.74,Entertainment,Doctor visit
2024-01-23 10:46:32.872609,292.99,Travel,Electricity bill
2022-04-03 10:46:32.872609,930.29,Entertainment,Electricity bill
2024-01-01 10:46:32.872609,810.26,Utilities,Online course fee
2023-07-19 10:46:32.872609,20.59,Entertainment,Lunch with friends
2021-01-29 10:46:32.872609,948.91,Travel,Bought clothes
2023-05-17 10:46:32.872609,680.26,Health,Uber ride
2024-02-24 10:46:32.872609,933.12,Education,Electricity bill
2021-07-02 10:46:32.872609,145.06,Travel,Bought clothes
2023-11-16 10:46:32.872609,502.83,Travel,Watched a movie
2023-10-24 10:46:32.872609,688.27,Health,Bought clothes
2021-06-02 10:46:32.872609,680.01,Travel,Paid for groceries
2021-07-07 10:46:32.872609,537.09,Food,Watched a movie
2024-04-01 10:46:32.872609,133.44,Utilities,Doctor visit
2024-01-21 10:46:32.872609,23.76,Food,Uber ride
2024-08-05 10:46:32.872609,198.28,Utilities,Watched a movie
2023-12-13 10:46:32.872609,833.08,Utilities,Electricity bill
2022-06-13 10:46:32.872609,17.22,Shopping,Paid for groceries
2025-04-12 10:46:32.872609,430.73,Utilities,Electricity bill
2023-09-19 10:46:32.872609,538.98,Health,Doctor visit
2020-10-14 10:46:32.872609,351.61,Travel,Bought clothes
2025-03-08 10:46:32.872609,994.28,Health,Online course fee
2025-05-26 10:46:32.872609,664.56,Travel,Watched a movie
2020-09-18 10:46:32.872609,921.25,Health,Doctor visit
2021-01-04 10:46:32.872609,999.18,Education,Paid for groceries
2020-10-23 10:46:32.872609,945.49,Entertainment,Electricity bill
2024-02-25 10:46:32.872609,687.24,Health,Electricity bill
2024-11-17 10:46:32.872609,51.93,Food,Bought clothes
2023-10-16 10:46:32.872609,454.17,Food,Uber ride
2022-01-15 10:46:32.872609,176.85,Shopping,Bought clothes
2024-03-16 10:46:32.872609,930.88,Utilities,Watched a movie
2021-09-26 10:46:32.872609,766.07,Entertainment,Electricity bill
2024-11-08 10:46:32.872609,904.76,Entertainment,Lunch with friends
2023-10-06 10:46:32.872609,183.07,Health,Doctor visit
2022-11-22 10:46:32.872609,373.38,Travel,Doctor visit
2024-01-08 10:46:32.872609,141.99,Health,Lunch with friends
2024-02-20 10:46:32.872609,359.76,Food,Online course fee
2020-09-22 10:46:32.872609,60.4,Health,Lunch with friends
